Wall time,Step,Value
1769057483.4970715,2802432,76.23999786376953
1769057486.5520942,2803456,63.31999969482422
1769057489.5837765,2804480,71.0
1769057493.2596362,2806208,71.83999633789062
1769057498.863219,2809984,75.19999694824219
1769057504.6085563,2813952,72.5999984741211
1769057507.8651605,2815232,68.55999755859375
1769057512.620439,2817984,68.5999984741211
1769057515.0493517,2818304,74.5999984741211
1769057521.1969,2822656,66.4800033569336
1769057524.9266312,2824448,68.08000183105469
1769057527.144759,2824512,71.4000015258789
1769057535.0519326,2830976,68.0
1769057538.3751495,2832256,74.27999877929688
1769057541.028498,2832832,61.720001220703125
1769057543.714796,2833472,64.87999725341797
1769057548.6101384,2836544,65.5999984741211
1769057554.2287352,2840448,74.63999938964844
1769057560.0481458,2844544,68.95999908447266
1769057564.94966,2847552,69.80000305175781
1769057570.6767101,2851520,73.36000061035156
1769057573.0521443,2851776,70.5199966430664
1769057575.3295202,2851968,71.95999908447266
1769057582.0073905,2857088,70.80000305175781
1769057584.1976943,2857216,64.04000091552734
1769057587.9989576,2859136,69.0
1769057593.2863638,2862656,72.0
1769057595.8105645,2863104,70.36000061035156
1769057598.270673,2863488,68.23999786376953
1769057600.6437814,2863808,60.720001220703125
1769057602.8932533,2864000,67.5199966430664
1769057605.5157914,2864576,74.23999786376953
1769057608.9499636,2866048,76.04000091552734
1769057611.9293127,2867008,64.68000030517578
1769057620.3730607,2873984,72.63999938964844
1769057625.0011349,2876736,74.5999984741211
1769057627.858454,2877632,67.08000183105469
1769057630.3721106,2878080,67.4000015258789
1769057634.3085313,2880128,64.12000274658203
1769057640.5143332,2884608,70.19999694824219
1769057647.8823833,2890368,69.12000274658203
1769057651.453508,2892032,62.720001220703125
1769057656.5904322,2895296,65.83999633789062
1769057663.7045844,2900736,70.23999786376953
1769057667.1808543,2902272,60.52000045776367
1769057669.7285116,2902784,64.55999755859375
1769057672.0079234,2902976,77.5199966430664
1769057674.5284042,2903488,67.87999725341797
1769057677.094592,2904000,70.19999694824219
1769057679.7720885,2904640,63.91999816894531
1769057685.1939692,2908288,72.95999908447266
1769057687.523691,2908544,71.44000244140625
1769057691.2316723,2910272,66.80000305175781
1769057700.5563622,2918208,78.36000061035156
1769057706.0182664,2921984,70.4800033569336
1769057709.568054,2923648,69.08000183105469
1769057712.5840454,2924672,72.23999786376953
1769057719.6629345,2930112,62.720001220703125
1769057724.9222436,2933504,67.31999969482422
1769057728.8579543,2935488,67.87999725341797
1769057733.7338266,2938496,75.12000274658203
1769057736.3506265,2939008,71.12000274658203
1769057738.751309,2939328,71.23999786376953
1769057743.9961035,2942656,66.63999938964844
1769057747.995104,2944704,69.04000091552734
1769057760.7830915,2956480,73.04000091552734
1769057766.1504068,2960064,70.68000030517578
1769057769.4730752,2961472,68.19999694824219
1769057774.637472,2964736,60.31999969482422
1769057778.556438,2966784,63.119998931884766
1769057781.2713068,2967424,66.12000274658203
1769057783.4895086,2967616,60.599998474121094
1769057787.8077261,2970112,66.87999725341797
1769057790.0370936,2970240,69.36000061035156
1769057792.8901758,2971072,61.31999969482422
1769057799.400118,2975872,69.04000091552734
1769057807.2472076,2982272,67.80000305175781
1769057811.6379852,2984768,67.16000366210938
1769057816.24935,2987520,68.80000305175781
1769057818.768746,2987968,63.84000015258789
1769057836.1380975,3004800,72.55999755859375
1769057839.958621,3006656,77.19999694824219
1769057843.2828145,3008064,77.27999877929688
1769057845.7411542,3008448,68.31999969482422
1769057847.9461052,3008512,70.55999755859375
1769057855.2326849,3014208,69.68000030517578
1769057860.697523,3017920,72.5199966430664
1769057866.6913953,3022080,78.0
1769057869.243018,3022528,74.63999938964844
1769057873.5064456,3024832,74.95999908447266
1769057877.3904195,3026816,78.44000244140625
1769057883.4463675,3031104,61.52000045776367
1769057886.0827203,3031680,65.08000183105469
1769057897.8644948,3042304,65.19999694824219
1769057902.3969061,3044864,66.0
1769057911.014831,3052096,66.44000244140625
1769057919.6672537,3059392,67.12000274658203
1769057926.7668846,3064896,60.63999938964844
1769057932.2633686,3068608,69.04000091552734
1769057938.02113,3072576,73.08000183105469
1769057941.0438747,3073600,58.36000061035156
1769057945.6601896,3076288,72.95999908447266
1769057949.5231926,3078144,61.52000045776367
1769057954.558018,3081280,71.63999938964844
1769057960.0411432,3084928,64.68000030517578
1769057963.5941498,3086592,71.44000244140625
1769057975.816273,3097792,68.83999633789062
1769057984.4253533,3104960,70.95999908447266
1769057989.1389008,3107840,67.76000213623047
1769057993.4871614,3110208,64.83999633789062
1769057996.2124677,3110912,70.76000213623047
1769057998.371301,3110976,65.68000030517578
1769058000.8388984,3111360,64.76000213623047
1769058007.221147,3115968,61.52000045776367
1769058012.2956004,3119168,65.04000091552734
1769058019.8039527,3124992,66.12000274658203
1769058022.7805681,3125952,68.31999969482422
1769058026.8983488,3128128,67.72000122070312
1769058029.8920648,3129088,76.5199966430664
1769058032.4213996,3129536,67.16000366210938
1769058035.8707814,3130944,67.83999633789062
1769058044.5555384,3138112,71.4800033569336
1769058047.1413243,3138624,67.72000122070312
1769058054.8871007,3144768,69.55999755859375
1769058057.2340548,3145024,64.55999755859375
1769058067.6898572,3154176,65.5999984741211
1769058073.6331658,3158336,69.95999908447266
1769058076.3003547,3158848,67.36000061035156
1769058078.8492115,3159296,71.55999755859375
1769058081.4384842,3159744,74.19999694824219
1769058083.966198,3160192,72.76000213623047
1769058088.5440624,3162944,61.959999084472656
1769058090.9188437,3163200,65.5199966430664
1769058093.1322603,3163264,68.12000274658203
1769058096.9864566,3165056,66.16000366210938
1769058102.841465,3169152,73.44000244140625
1769058105.4895236,3169664,70.36000061035156
1769058111.438401,3173824,64.63999938964844
1769058115.4052756,3175872,70.4000015258789
1769058118.1577055,3176512,71.19999694824219
1769058121.0943952,3177408,68.4000015258789
1769058127.2163942,3181632,70.63999938964844
1769058132.7257414,3185088,69.83999633789062
1769058135.0404987,3185216,70.16000366210938
1769058137.532404,3185536,70.83999633789062
1769058145.6229851,3191680,74.4000015258789
1769058153.065846,3197184,72.4800033569336
1769058155.5726385,3197504,69.12000274658203
1769058158.1363795,3197952,64.76000213623047
1769058161.8251739,3199360,71.4000015258789
1769058165.0793998,3200512,73.95999908447266
1769058167.832655,3201152,73.5999984741211
1769058170.1854916,3201344,65.19999694824219
1769058172.4830449,3201472,70.5999984741211
1769058177.5967777,3204544,73.12000274658203
1769058180.3720305,3205120,70.68000030517578
1769058185.2447393,3207872,69.95999908447266
1769058187.8343282,3208320,73.19999694824219
1769058191.9705503,3210368,71.72000122070312
1769058196.17729,3212480,75.87999725341797
1769058198.5384119,3212672,74.19999694824219
1769058201.0381615,3213056,75.95999908447266
1769058203.8322282,3213696,62.68000030517578
1769058207.296087,3215040,61.20000076293945
1769058212.6499577,3218432,75.63999938964844
1769058215.0269682,3218624,70.63999938964844
1769058218.0211868,3219456,71.44000244140625
1769058220.6322176,3219904,74.80000305175781
1769058223.1381762,3220224,68.08000183105469
1769058225.8495865,3220736,64.80000305175781
1769058232.1132545,3225152,66.27999877929688
1769058236.4502275,3227456,73.4000015258789
1769058239.0644631,3227904,68.72000122070312
1769058242.8325765,3229632,67.19999694824219
1769058249.3423004,3234176,65.0
